legacy_url,target_url,route_class,content_file,source_artifact,public_artifact,status,actual_outcome,notes
/,/,page,pages/home.md,,index.html,pass,explicit-frontmatter-route,Keep route is preserved by explicit url front matter on the destination content file.
/20-years-of-dreamforce/,/20-years-of-dreamforce/,post,posts/20-years-of-dreamforce.md,,20-years-of-dreamforce/index.html,pass,explicit-frontmatter-route,Keep route is preserved by explicit url front matter on the destination content file.
/a-beginners-guide-to-webdav-in-sfcc/,/a-beginners-guide-to-webdav-in-sfcc/,post,posts/a-beginners-guide-to-webdav-in-sfcc.md,,a-beginners-guide-to-webdav-in-sfcc/index.html,pass,explicit-frontmatter-route,Keep route is preserved by explicit url front matter on the destination content file.
/a-deep-dive-into-the-23-7-sfcc-release/,/a-deep-dive-into-the-23-7-sfcc-release/,post,posts/a-deep-dive-into-the-23-7-sfcc-release.md,,a-deep-dive-into-the-23-7-sfcc-release/index.html,pass,explicit-frontmatter-route,Keep route is preserved by explicit url front matter on the destination content file.
/a-dev-guide-to-combating-fraud-on-sfcc/,/a-dev-guide-to-combating-fraud-on-sfcc/,post,posts/a-dev-guide-to-combating-fraud-on-sfcc.md,,a-dev-guide-to-combating-fraud-on-sfcc/index.html,pass,explicit-frontmatter-route,Keep route is preserved by explicit url front matter on the destination content file.
/a-look-at-the-23-9-commerce-cloud-release/,/a-look-at-the-23-9-commerce-cloud-release/,post,posts/a-look-at-the-23-9-commerce-cloud-release.md,,a-look-at-the-23-9-commerce-cloud-release/index.html,pass,explicit-frontmatter-route,Keep route is preserved by explicit url front matter on the destination content file.
/a-look-at-the-salesforce-b2c-commerce-cloud-23-6-release/,/a-look-at-the-salesforce-b2c-commerce-cloud-23-6-release/,post,posts/a-look-at-the-salesforce-b2c-commerce-cloud-23-6-release.md,,a-look-at-the-salesforce-b2c-commerce-cloud-23-6-release/index.html,pass,explicit-frontmatter-route,Keep route is preserved by explicit url front matter on the destination content file.
/a-look-at-the-salesforce-b2c-commerce-cloud-24-2-release/,/a-look-at-the-salesforce-b2c-commerce-cloud-24-2-release/,post,posts/a-look-at-the-salesforce-b2c-commerce-cloud-24-2-release.md,,a-look-at-the-salesforce-b2c-commerce-cloud-24-2-release/index.html,pass,explicit-frontmatter-route,Keep route is preserved by explicit url front matter on the destination content file.
/a-look-at-the-sfcc-23-5-release/,/a-look-at-the-sfcc-23-5-release/,post,posts/a-look-at-the-sfcc-23-5-release.md,,a-look-at-the-sfcc-23-5-release/index.html,pass,explicit-frontmatter-route,Keep route is preserved by explicit url front matter on the destination content file.
/a-look-back-at-origin-shielding/,/a-look-back-at-origin-shielding/,post,posts/a-look-back-at-origin-shielding.md,,a-look-back-at-origin-shielding/index.html,pass,explicit-frontmatter-route,Keep route is preserved by explicit url front matter on the destination content file.
/a-new-commerce-cloud-community-in-town/,/a-new-commerce-cloud-community-in-town/,post,posts/a-new-commerce-cloud-community-in-town.md,,a-new-commerce-cloud-community-in-town/index.html,pass,explicit-frontmatter-route,Keep route is preserved by explicit url front matter on the destination content file.
/a-new-day-for-commerce-recap/,/a-new-day-for-commerce-recap/,post,posts/a-new-day-for-commerce-recap.md,,a-new-day-for-commerce-recap/index.html,pass,explicit-frontmatter-route,Keep route is preserved by explicit url front matter on the destination content file.
/a-survival-guide-to-sfcc-platform-limits/,/a-survival-guide-to-sfcc-platform-limits/,post,posts/a-survival-guide-to-sfcc-platform-limits.md,,a-survival-guide-to-sfcc-platform-limits/index.html,pass,explicit-frontmatter-route,Keep route is preserved by explicit url front matter on the destination content file.
/about/,/about/,page,pages/about.md,,about/index.html,pass,explicit-frontmatter-route,Keep route is preserved by explicit url front matter on the destination content file.
/ai-as-an-architect-and-content-creator/,/ai-as-an-architect-and-content-creator/,post,posts/ai-as-an-architect-and-content-creator.md,,ai-as-an-architect-and-content-creator/index.html,pass,explicit-frontmatter-route,Keep route is preserved by explicit url front matter on the destination content file.
/ai-automation-to-augmentation-at-work/,/ai-automation-to-augmentation-at-work/,post,posts/ai-automation-to-augmentation-at-work.md,,ai-automation-to-augmentation-at-work/index.html,pass,explicit-frontmatter-route,Keep route is preserved by explicit url front matter on the destination content file.
/ai-einstein-in-salesforce-b2c-commerce-cloud/,/ai-einstein-in-salesforce-b2c-commerce-cloud/,post,posts/ai-einstein-in-salesforce-b2c-commerce-cloud.md,,ai-einstein-in-salesforce-b2c-commerce-cloud/index.html,pass,explicit-frontmatter-route,Keep route is preserved by explicit url front matter on the destination content file.
/ai-wont-steal-your-sfcc-job-but-a-developer-using-ai-will/,/ai-wont-steal-your-sfcc-job-but-a-developer-using-ai-will/,post,posts/ai-wont-steal-your-sfcc-job-but-a-developer-using-ai-will.md,,ai-wont-steal-your-sfcc-job-but-a-developer-using-ai-will/index.html,pass,explicit-frontmatter-route,Keep route is preserved by explicit url front matter on the destination content file.
/an-overview-of-sfcc-global-functions/,/an-overview-of-sfcc-global-functions/,post,posts/an-overview-of-sfcc-global-functions.md,,an-overview-of-sfcc-global-functions/index.html,pass,explicit-frontmatter-route,Keep route is preserved by explicit url front matter on the destination content file.
/archive/,/archive/,page,pages/archive.md,,archive/index.html,pass,explicit-frontmatter-route,Keep route is preserved by explicit url front matter on the destination content file.
/b2c-commerce-cloud-campaign-erd/,/b2c-commerce-cloud-campaign-erd/,post,posts/b2c-commerce-cloud-campaign-erd.md,,b2c-commerce-cloud-campaign-erd/index.html,pass,explicit-frontmatter-route,Keep route is preserved by explicit url front matter on the destination content file.
/b2c-commerce-whats-new-in-22-4/,/b2c-commerce-whats-new-in-22-4/,post,posts/b2c-commerce-whats-new-in-22-4.md,,b2c-commerce-whats-new-in-22-4/index.html,pass,explicit-frontmatter-route,Keep route is preserved by explicit url front matter on the destination content file.
/b2c-commerce-whats-new-in-the-22-3-release/,/b2c-commerce-whats-new-in-the-22-3-release/,post,posts/b2c-commerce-whats-new-in-the-22-3-release.md,,b2c-commerce-whats-new-in-the-22-3-release/index.html,pass,explicit-frontmatter-route,Keep route is preserved by explicit url front matter on the destination content file.
/caching-in-the-sfcc-composable-storefront/,/caching-in-the-sfcc-composable-storefront/,post,posts/caching-in-the-sfcc-composable-storefront.md,,caching-in-the-sfcc-composable-storefront/index.html,pass,explicit-frontmatter-route,Keep route is preserved by explicit url front matter on the destination content file.
/caching-rest-apis-in-sfcc/,/caching-rest-apis-in-sfcc/,post,posts/caching-rest-apis-in-sfcc.md,,caching-rest-apis-in-sfcc/index.html,pass,explicit-frontmatter-route,Keep route is preserved by explicit url front matter on the destination content file.
/can-a-isslot-element-have-a-dynamic-id/,/can-a-isslot-element-have-a-dynamic-id/,page,pages/can-a-isslot-element-have-a-dynamic-id.md,,can-a-isslot-element-have-a-dynamic-id/index.html,pass,explicit-frontmatter-route,Keep route is preserved by explicit url front matter on the destination content file.
/category/ai/,/category/ai/,category,src/content/categories/ai/_index.md,,category/ai/index.html,pass,taxonomy-generated-route,Owner-approved RHI-065 exception: Hugo taxonomy permalinks preserve this keep route without explicit url front matter.
/category/architecture/,/category/architecture/,category,src/content/categories/architecture/_index.md,,category/architecture/index.html,pass,taxonomy-generated-route,Owner-approved RHI-065 exception: Hugo taxonomy permalinks preserve this keep route without explicit url front matter.
/category/certification/,/category/certification/,category,src/content/categories/certification/_index.md,,category/certification/index.html,pass,taxonomy-generated-route,Owner-approved RHI-065 exception: Hugo taxonomy permalinks preserve this keep route without explicit url front matter.
/category/community/,/category/community/,category,src/content/categories/community/_index.md,,category/community/index.html,pass,taxonomy-generated-route,Owner-approved RHI-065 exception: Hugo taxonomy permalinks preserve this keep route without explicit url front matter.
/category/corporate/,/category/corporate/,category,src/content/categories/corporate/_index.md,,category/corporate/index.html,pass,taxonomy-generated-route,Owner-approved RHI-065 exception: Hugo taxonomy permalinks preserve this keep route without explicit url front matter.
/category/erd/,/category/erd/,category,src/content/categories/erd/_index.md,,category/erd/index.html,pass,taxonomy-generated-route,Owner-approved RHI-065 exception: Hugo taxonomy permalinks preserve this keep route without explicit url front matter.
/category/external/,/category/external/,category,src/content/categories/external/_index.md,,category/external/index.html,pass,taxonomy-generated-route,Owner-approved RHI-065 exception: Hugo taxonomy permalinks preserve this keep route without explicit url front matter.
/category/go-live/,/category/go-live/,category,src/content/categories/go-live/_index.md,,category/go-live/index.html,pass,taxonomy-generated-route,Owner-approved RHI-065 exception: Hugo taxonomy permalinks preserve this keep route without explicit url front matter.
/category/linkedin/,/category/linkedin/,category,src/content/categories/linkedin/_index.md,,category/linkedin/index.html,pass,taxonomy-generated-route,Owner-approved RHI-065 exception: Hugo taxonomy permalinks preserve this keep route without explicit url front matter.
/category/podcasts/,/category/podcasts/,category,src/content/categories/podcasts/_index.md,,category/podcasts/index.html,pass,taxonomy-generated-route,Owner-approved RHI-065 exception: Hugo taxonomy permalinks preserve this keep route without explicit url front matter.
/category/react/,/category/react/,category,src/content/categories/react/_index.md,,category/react/index.html,pass,taxonomy-generated-route,Owner-approved RHI-065 exception: Hugo taxonomy permalinks preserve this keep route without explicit url front matter.
/category/release-notes/,/category/release-notes/,category,src/content/categories/release-notes/_index.md,,category/release-notes/index.html,pass,taxonomy-generated-route,Owner-approved RHI-065 exception: Hugo taxonomy permalinks preserve this keep route without explicit url front matter.
/category/salesforce-architects-blog/,/category/salesforce-architects-blog/,category,src/content/categories/salesforce-architects-blog/_index.md,,category/salesforce-architects-blog/index.html,pass,taxonomy-generated-route,Owner-approved RHI-065 exception: Hugo taxonomy permalinks preserve this keep route without explicit url front matter.
/category/salesforce-ben/,/category/salesforce-ben/,category,src/content/categories/salesforce-ben/_index.md,,category/salesforce-ben/index.html,pass,taxonomy-generated-route,Owner-approved RHI-065 exception: Hugo taxonomy permalinks preserve this keep route without explicit url front matter.
/category/salesforce-commerce-cloud/,/category/salesforce-commerce-cloud/,category,src/content/categories/salesforce-commerce-cloud/_index.md,,category/salesforce-commerce-cloud/index.html,pass,taxonomy-generated-route,Owner-approved RHI-065 exception: Hugo taxonomy permalinks preserve this keep route without explicit url front matter.
/category/salesforce-platform/,/category/salesforce-platform/,category,src/content/categories/salesforce-platform/_index.md,,category/salesforce-platform/index.html,pass,taxonomy-generated-route,Owner-approved RHI-065 exception: Hugo taxonomy permalinks preserve this keep route without explicit url front matter.
/category/sessions/,/category/sessions/,category,src/content/categories/sessions/_index.md,,category/sessions/index.html,pass,taxonomy-generated-route,Owner-approved RHI-065 exception: Hugo taxonomy permalinks preserve this keep route without explicit url front matter.
/category/technical/,/category/technical/,category,src/content/categories/technical/_index.md,,category/technical/index.html,pass,taxonomy-generated-route,Owner-approved RHI-065 exception: Hugo taxonomy permalinks preserve this keep route without explicit url front matter.
/category/uncategorized/,/category/uncategorized/,category,src/content/categories/uncategorized/_index.md,,category/uncategorized/index.html,pass,taxonomy-generated-route,Owner-approved RHI-065 exception: Hugo taxonomy permalinks preserve this keep route without explicit url front matter.
/category/video/,/category/video/,category,src/content/categories/video/_index.md,,category/video/index.html,pass,taxonomy-generated-route,Owner-approved RHI-065 exception: Hugo taxonomy permalinks preserve this keep route without explicit url front matter.
/certifications-for-salesforce-b2c-commerce-cloud/,/certifications-for-salesforce-b2c-commerce-cloud/,post,posts/certifications-for-salesforce-b2c-commerce-cloud.md,,certifications-for-salesforce-b2c-commerce-cloud/index.html,pass,explicit-frontmatter-route,Keep route is preserved by explicit url front matter on the destination content file.
/chasing-clouds-catching-up-with-the-commercecrew-at-dreamforce-2023/,/chasing-clouds-catching-up-with-the-commercecrew-at-dreamforce-2023/,post,posts/chasing-clouds-catching-up-with-the-commercecrew-at-dreamforce-2023.md,,chasing-clouds-catching-up-with-the-commercecrew-at-dreamforce-2023/index.html,pass,explicit-frontmatter-route,Keep route is preserved by explicit url front matter on the destination content file.
/commerce-cloud-t-shirts-on-shirtforce/,/commerce-cloud-t-shirts-on-shirtforce/,post,posts/commerce-cloud-t-shirts-on-shirtforce.md,,commerce-cloud-t-shirts-on-shirtforce/index.html,pass,explicit-frontmatter-route,Keep route is preserved by explicit url front matter on the destination content file.
/community-repositories/,/community-repositories/,page,pages/community-repositories.md,,community-repositories/index.html,pass,explicit-frontmatter-route,Keep route is preserved by explicit url front matter on the destination content file.
/community-salesforce-events-and-commerce-cloud/,/community-salesforce-events-and-commerce-cloud/,post,posts/community-salesforce-events-and-commerce-cloud.md,,community-salesforce-events-and-commerce-cloud/index.html,pass,explicit-frontmatter-route,Keep route is preserved by explicit url front matter on the destination content file.
/connecting-the-clouds-wedding-or-funeral/,/connecting-the-clouds-wedding-or-funeral/,page,pages/connecting-the-clouds-wedding-or-funeral.md,,connecting-the-clouds-wedding-or-funeral/index.html,pass,explicit-frontmatter-route,Keep route is preserved by explicit url front matter on the destination content file.
/cookie-policy-eu/,/cookie-policy-eu/,page,pages/cookie-policy-eu.md,,cookie-policy-eu/index.html,pass,explicit-frontmatter-route,Keep route is preserved by explicit url front matter on the destination content file.
/creating-custom-ocapi-endpoints/,/creating-custom-ocapi-endpoints/,post,posts/creating-custom-ocapi-endpoints.md,,creating-custom-ocapi-endpoints/index.html,pass,explicit-frontmatter-route,Keep route is preserved by explicit url front matter on the destination content file.
/custom-preferences-in-sfcc/,/custom-preferences-in-sfcc/,post,posts/custom-preferences-in-sfcc.md,,custom-preferences-in-sfcc/index.html,pass,explicit-frontmatter-route,Keep route is preserved by explicit url front matter on the destination content file.
/custom-ttf-fonts-in-pdf-for-sfcc/,/custom-ttf-fonts-in-pdf-for-sfcc/,post,posts/custom-ttf-fonts-in-pdf-for-sfcc.md,,custom-ttf-fonts-in-pdf-for-sfcc/index.html,pass,explicit-frontmatter-route,Keep route is preserved by explicit url front matter on the destination content file.
/delta-exports-in-salesforce-b2c-commerce-cloud/,/delta-exports-in-salesforce-b2c-commerce-cloud/,post,posts/delta-exports-in-salesforce-b2c-commerce-cloud.md,,delta-exports-in-salesforce-b2c-commerce-cloud/index.html,pass,explicit-frontmatter-route,Keep route is preserved by explicit url front matter on the destination content file.
/digging-into-the-b2c-commerce-cloud-24-3-release/,/digging-into-the-b2c-commerce-cloud-24-3-release/,post,posts/digging-into-the-b2c-commerce-cloud-24-3-release.md,,digging-into-the-b2c-commerce-cloud-24-3-release/index.html,pass,explicit-frontmatter-route,Keep route is preserved by explicit url front matter on the destination content file.
/events-and-the-golden-hoodie/,/events-and-the-golden-hoodie/,post,posts/events-and-the-golden-hoodie.md,,events-and-the-golden-hoodie/index.html,pass,explicit-frontmatter-route,Keep route is preserved by explicit url front matter on the destination content file.
/everything-new-in-sfcc-23-4/,/everything-new-in-sfcc-23-4/,video,posts/everything-new-in-sfcc-23-4.md,,everything-new-in-sfcc-23-4/index.html,pass,explicit-frontmatter-route,Keep route is preserved by explicit url front matter on the destination content file.
/feed/,/feed/,system,,,feed/index.html,pass,generated-system-route,Keep route is preserved as a generated system helper route in the built output.
/fetching-data-in-a-locale-with-sfcc/,/fetching-data-in-a-locale-with-sfcc/,post,posts/fetching-data-in-a-locale-with-sfcc.md,,fetching-data-in-a-locale-with-sfcc/index.html,pass,explicit-frontmatter-route,Keep route is preserved by explicit url front matter on the destination content file.
/field-guide-to-custom-caches-in-sfcc/,/field-guide-to-custom-caches-in-sfcc/,post,posts/field-guide-to-custom-caches-in-sfcc.md,,field-guide-to-custom-caches-in-sfcc/index.html,pass,explicit-frontmatter-route,Keep route is preserved by explicit url front matter on the destination content file.
/get-connected-at-salesforce-connections-2022/,/get-connected-at-salesforce-connections-2022/,post,posts/get-connected-at-salesforce-connections-2022.md,,get-connected-at-salesforce-connections-2022/index.html,pass,explicit-frontmatter-route,Keep route is preserved by explicit url front matter on the destination content file.
/getting-secured-with-the-24-5-salesforce-b2c-commerce-cloud-release/,/getting-secured-with-the-24-5-salesforce-b2c-commerce-cloud-release/,post,posts/getting-secured-with-the-24-5-salesforce-b2c-commerce-cloud-release.md,,getting-secured-with-the-24-5-salesforce-b2c-commerce-cloud-release/index.html,pass,explicit-frontmatter-route,Keep route is preserved by explicit url front matter on the destination content file.
/getting-to-know-sfra-as-a-developer/,/getting-to-know-sfra-as-a-developer/,post,posts/getting-to-know-sfra-as-a-developer.md,,getting-to-know-sfra-as-a-developer/index.html,pass,explicit-frontmatter-route,Keep route is preserved by explicit url front matter on the destination content file.
/getting-to-know-the-sfcc-24-4-release/,/getting-to-know-the-sfcc-24-4-release/,post,posts/getting-to-know-the-sfcc-24-4-release.md,,getting-to-know-the-sfcc-24-4-release/index.html,pass,explicit-frontmatter-route,Keep route is preserved by explicit url front matter on the destination content file.
/guide-to-the-getprops-method-in-sfcc/,/guide-to-the-getprops-method-in-sfcc/,post,posts/guide-to-the-getprops-method-in-sfcc.md,,guide-to-the-getprops-method-in-sfcc/index.html,pass,explicit-frontmatter-route,Keep route is preserved by explicit url front matter on the destination content file.
/headless/,/headless/,page,pages/headless.md,,headless/index.html,pass,explicit-frontmatter-route,Keep route is preserved by explicit url front matter on the destination content file.
/helpful-salesforce-b2c-commerce-cloud-cartridges/,/helpful-salesforce-b2c-commerce-cloud-cartridges/,post,posts/helpful-salesforce-b2c-commerce-cloud-cartridges.md,,helpful-salesforce-b2c-commerce-cloud-cartridges/index.html,pass,explicit-frontmatter-route,Keep route is preserved by explicit url front matter on the destination content file.
/helpful-salesforce-b2c-commerce-cloud-cli-tools/,/helpful-salesforce-b2c-commerce-cloud-cli-tools/,post,posts/helpful-salesforce-b2c-commerce-cloud-cli-tools.md,,helpful-salesforce-b2c-commerce-cloud-cli-tools/index.html,pass,explicit-frontmatter-route,Keep route is preserved by explicit url front matter on the destination content file.
/how-to-change-the-code-compatibility-mode-in-salesforce-b2c-commerce-cloud/,/how-to-change-the-code-compatibility-mode-in-salesforce-b2c-commerce-cloud/,post,posts/how-to-change-the-code-compatibility-mode-in-salesforce-b2c-commerce-cloud.md,,how-to-change-the-code-compatibility-mode-in-salesforce-b2c-commerce-cloud/index.html,pass,explicit-frontmatter-route,Keep route is preserved by explicit url front matter on the destination content file.
/how-to-extend-active-data-in-salesforce-b2c-commerce-cloud/,/how-to-extend-active-data-in-salesforce-b2c-commerce-cloud/,post,posts/how-to-extend-active-data-in-salesforce-b2c-commerce-cloud.md,,how-to-extend-active-data-in-salesforce-b2c-commerce-cloud/index.html,pass,explicit-frontmatter-route,Keep route is preserved by explicit url front matter on the destination content file.
/how-to-filter-jsdoc-in-storybook-autodocs/,/how-to-filter-jsdoc-in-storybook-autodocs/,post,posts/how-to-filter-jsdoc-in-storybook-autodocs.md,,how-to-filter-jsdoc-in-storybook-autodocs/index.html,pass,explicit-frontmatter-route,Keep route is preserved by explicit url front matter on the destination content file.
/how-to-get-a-salesforce-b2c-commerce-cloud-sandbox/,/how-to-get-a-salesforce-b2c-commerce-cloud-sandbox/,post,posts/how-to-get-a-salesforce-b2c-commerce-cloud-sandbox.md,,how-to-get-a-salesforce-b2c-commerce-cloud-sandbox/index.html,pass,explicit-frontmatter-route,Keep route is preserved by explicit url front matter on the destination content file.
/how-to-get-salesforce-certification-vouchers/,/how-to-get-salesforce-certification-vouchers/,post,posts/how-to-get-salesforce-certification-vouchers.md,,how-to-get-salesforce-certification-vouchers/index.html,pass,explicit-frontmatter-route,Keep route is preserved by explicit url front matter on the destination content file.
/how-to-load-client-side-javascript-and-css-in-sfra/,/how-to-load-client-side-javascript-and-css-in-sfra/,post,posts/how-to-load-client-side-javascript-and-css-in-sfra.md,,how-to-load-client-side-javascript-and-css-in-sfra/index.html,pass,explicit-frontmatter-route,Keep route is preserved by explicit url front matter on the destination content file.
/how-to-set-up-slas-for-the-composable-storefront/,/how-to-set-up-slas-for-the-composable-storefront/,post,posts/how-to-set-up-slas-for-the-composable-storefront.md,,how-to-set-up-slas-for-the-composable-storefront/index.html,pass,explicit-frontmatter-route,Keep route is preserved by explicit url front matter on the destination content file.
/how-to-set-up-the-ecdn-in-sfcc-staging/,/how-to-set-up-the-ecdn-in-sfcc-staging/,post,posts/how-to-set-up-the-ecdn-in-sfcc-staging.md,,how-to-set-up-the-ecdn-in-sfcc-staging/index.html,pass,explicit-frontmatter-route,Keep route is preserved by explicit url front matter on the destination content file.
/how-to-setup-oauth-jwt-for-the-ocapi/,/how-to-setup-oauth-jwt-for-the-ocapi/,post,posts/how-to-setup-oauth-jwt-for-the-ocapi.md,,how-to-setup-oauth-jwt-for-the-ocapi/index.html,pass,explicit-frontmatter-route,Keep route is preserved by explicit url front matter on the destination content file.
/how-to-use-node-18-with-sfra/,/how-to-use-node-18-with-sfra/,post,posts/how-to-use-node-18-with-sfra.md,,how-to-use-node-18-with-sfra/index.html,pass,explicit-frontmatter-route,Keep route is preserved by explicit url front matter on the destination content file.
/how-to-use-ocapi-scapi-hooks/,/how-to-use-ocapi-scapi-hooks/,post,posts/how-to-use-ocapi-scapi-hooks.md,,how-to-use-ocapi-scapi-hooks/index.html,pass,explicit-frontmatter-route,Keep route is preserved by explicit url front matter on the destination content file.
/ideas/,/ideas/,page,pages/ideas.md,,ideas/index.html,pass,explicit-frontmatter-route,Keep route is preserved by explicit url front matter on the destination content file.
/ideas/page-designer-add-ability-to-copy-paste-components/,/ideas/page-designer-add-ability-to-copy-paste-components/,page,pages/page-designer-add-ability-to-copy-paste-components.md,,ideas/page-designer-add-ability-to-copy-paste-components/index.html,pass,explicit-frontmatter-route,Keep route is preserved by explicit url front matter on the destination content file.
/ideas/page-designer-dynamic-pages-optional-subcategories/,/ideas/page-designer-dynamic-pages-optional-subcategories/,page,pages/page-designer-dynamic-pages-optional-subcategories.md,,ideas/page-designer-dynamic-pages-optional-subcategories/index.html,pass,explicit-frontmatter-route,Keep route is preserved by explicit url front matter on the destination content file.
/image-ine-sfcc-dis-for-developers/,/image-ine-sfcc-dis-for-developers/,post,posts/image-ine-sfcc-dis-for-developers.md,,image-ine-sfcc-dis-for-developers/index.html,pass,explicit-frontmatter-route,Keep route is preserved by explicit url front matter on the destination content file.
/in-the-ring-ocapi-versus-scapi/,/in-the-ring-ocapi-versus-scapi/,post,posts/in-the-ring-ocapi-versus-scapi.md,,in-the-ring-ocapi-versus-scapi/index.html,pass,explicit-frontmatter-route,Keep route is preserved by explicit url front matter on the destination content file.
/inside-the-ohana/,/inside-the-ohana/,page,pages/inside-the-ohana.md,,inside-the-ohana/index.html,pass,explicit-frontmatter-route,Keep route is preserved by explicit url front matter on the destination content file.
/is-salesforce-certification-worth-it/,/is-salesforce-certification-worth-it/,post,posts/is-salesforce-certification-worth-it.md,,is-salesforce-certification-worth-it/index.html,pass,explicit-frontmatter-route,Keep route is preserved by explicit url front matter on the destination content file.
/it-sure-has-been-quiet-on-this-blog/,/it-sure-has-been-quiet-on-this-blog/,post,posts/it-sure-has-been-quiet-on-this-blog.md,,it-sure-has-been-quiet-on-this-blog/index.html,pass,explicit-frontmatter-route,Keep route is preserved by explicit url front matter on the destination content file.
/kickstart-guide-for-new-sfcc-developers/,/kickstart-guide-for-new-sfcc-developers/,post,posts/kickstart-guide-for-new-sfcc-developers.md,,kickstart-guide-for-new-sfcc-developers/index.html,pass,explicit-frontmatter-route,Keep route is preserved by explicit url front matter on the destination content file.
/lag-to-riches-a-pwa-kit-developers-guide/,/lag-to-riches-a-pwa-kit-developers-guide/,post,posts/lag-to-riches-a-pwa-kit-developers-guide.md,,lag-to-riches-a-pwa-kit-developers-guide/index.html,pass,explicit-frontmatter-route,Keep route is preserved by explicit url front matter on the destination content file.
/lets-go-live-customer-migration/,/lets-go-live-customer-migration/,post,posts/lets-go-live-customer-migration.md,,lets-go-live-customer-migration/index.html,pass,explicit-frontmatter-route,Keep route is preserved by explicit url front matter on the destination content file.
/lets-go-live-ecdn/,/lets-go-live-ecdn/,post,posts/lets-go-live-ecdn.md,,lets-go-live-ecdn/index.html,pass,explicit-frontmatter-route,Keep route is preserved by explicit url front matter on the destination content file.
/lets-go-live-seo/,/lets-go-live-seo/,post,posts/lets-go-live-seo.md,,lets-go-live-seo/index.html,pass,explicit-frontmatter-route,Keep route is preserved by explicit url front matter on the destination content file.
/leveraging-generic-mappings-in-sfcc/,/leveraging-generic-mappings-in-sfcc/,post,posts/leveraging-generic-mappings-in-sfcc.md,,leveraging-generic-mappings-in-sfcc/index.html,pass,explicit-frontmatter-route,Keep route is preserved by explicit url front matter on the destination content file.
/life-is-about-choices/,/life-is-about-choices/,post,posts/life-is-about-choices.md,,life-is-about-choices/index.html,pass,explicit-frontmatter-route,Keep route is preserved by explicit url front matter on the destination content file.
/life-with-goldie/,/life-with-goldie/,page,pages/life-with-goldie.md,,life-with-goldie/index.html,pass,explicit-frontmatter-route,Keep route is preserved by explicit url front matter on the destination content file.
/local-vs-shared-variation-attributes-sfcc/,/local-vs-shared-variation-attributes-sfcc/,post,posts/local-vs-shared-variation-attributes-sfcc.md,,local-vs-shared-variation-attributes-sfcc/index.html,pass,explicit-frontmatter-route,Keep route is preserved by explicit url front matter on the destination content file.
/mail-attachments-in-b2c-commerce-cloud/,/mail-attachments-in-b2c-commerce-cloud/,post,posts/mail-attachments-in-b2c-commerce-cloud.md,,mail-attachments-in-b2c-commerce-cloud/index.html,pass,explicit-frontmatter-route,Keep route is preserved by explicit url front matter on the destination content file.
