source_id,selection_scope,primary_source_type,source_channel_set,post_type,disposition,title,legacy_url,target_url,top_90_rank,top_28_rank,compatible_alias_count,has_code_blocks,has_tables,has_embedded_media,image_count,word_count,coverage_tags,notes
10642,content-backed,wxr,filesystem|wxr,post,keep,Mastering Chunk-Oriented Job Steps in Salesforce B2C Commerce Cloud,/mastering-chunk-oriented-job-steps-in-salesforce-b2c-commerce-cloud/,/mastering-chunk-oriented-job-steps-in-salesforce-b2c-commerce-cloud/,4,5,0,1,,,3,1048,top-10-traffic-90d|top-10-traffic-28d,traffic-priority candidate from Phase 1 baseline
12947,content-backed,wxr,filesystem|wxr,post,keep,Mastering Sitemaps in Salesforce B2C Commerce: A Developer's Guide,/mastering-sitemaps-in-sfcc/,/mastering-sitemaps-in-sfcc/,,9,0,,1,,3,1345,top-10-traffic-28d,traffic-priority candidate from Phase 1 baseline
4801,content-backed,wxr,wxr,page,keep,"Me, Myself, and Headless: A Composable Commerce Cloud story",/me-myself-and-headless-a-composable-commerce-cloud-story/,/me-myself-and-headless-a-composable-commerce-cloud-story/,,,0,,,1,0,110,embedded-media|page,
11710,content-backed,wxr,wxr,post,keep,How to migrate passwords from Magento using Argon2,/migrate-magento-passwords-using-argon2/,/migrate-magento-passwords-using-argon2/,,,0,1,,,0,488,,
9027,content-backed,wxr,filesystem|wxr,post,keep,"Navigating Dates, Calendars, and Timezones in Salesforce B2C Commerce Cloud",/navigating-dates-calendars-in-sfcc/,/navigating-dates-calendars-in-sfcc/,,,0,1,,,3,907,,
10453,content-backed,wxr,filesystem|wxr,post,keep,New APIs and Features for a Headless B2C Commerce Cloud,/new-apis-and-features-for-a-headless-sfcc/,/new-apis-and-features-for-a-headless-sfcc/,,,0,,,,1,747,standard-article,
2688,content-backed,wxr,filesystem|wxr,post,keep,Salesforce B2C Commerce Certifications for Non-Technical Professionals,/non-technical-sfcc-certifications/,/non-technical-sfcc-certifications/,,,0,,,,6,1157,standard-article,
2082,content-backed,wxr,wxr,post,keep,Office Hours for Salesforce B2C Commerce Cloud,/office-hours-for-salesforce-b2c-commerce-cloud/,/office-hours-for-salesforce-b2c-commerce-cloud/,,,0,,,,0,647,standard-article,
5591,content-backed,wxr,wxr,page,keep,Offline,/offline/,/offline/,,,0,,,,0,24,page,
133,content-backed,wxr,filesystem|wxr,post,keep,PDF And Salesforce B2C Commerce Cloud,/pdf-and-salesforce-commerce-cloud-b2c/,/pdf-and-salesforce-commerce-cloud-b2c/,,,0,,,,1,1383,standard-article,
1869,content-backed,wxr,wxr,post,keep,Podcasts about Salesforce B2C Commerce Cloud,/podcasts-for-salesforce-b2c-commerce-cloud/,/podcasts-for-salesforce-b2c-commerce-cloud/,,,0,,,,0,951,standard-article,
1011,content-backed,wxr,wxr,post,keep,Preparing for the B2C Commerce Developer Certification,/preparing-for-the-b2c-commerce-developer-certification/,/preparing-for-the-b2c-commerce-developer-certification/,,,0,,,,0,1351,standard-article,
3,content-backed,wxr,wxr,page,keep,Privacy Policy,/privacy-policy/,/privacy-policy/,,,0,,,,0,594,page,
14050,content-backed,wxr,filesystem|wxr,post,keep,Taming Real-Time Inventory Checks in Salesforce B2C Commerce Cloud,/real-time-inventory-checks-in-sfcc/,/real-time-inventory-checks-in-sfcc/,,,0,,,,3,2218,standard-article,
11627,content-backed,wxr,filesystem|wxr,post,keep,Reflecting on Two Years of Blogging: My Journey in the SFCC Ecosystem,/reflecting-on-2-years-of-blogging/,/reflecting-on-2-years-of-blogging/,,,0,,,,2,659,standard-article,
4950,content-backed,wxr,filesystem|wxr,post,keep,Salesforce B2C Commerce Cloud 22.10,/salesforce-b2c-commerce-cloud-22-10/,/salesforce-b2c-commerce-cloud-22-10/,,,0,1,,,6,1138,,
2942,content-backed,wxr,filesystem|wxr,post,keep,Salesforce B2C Commerce Cloud 22.8,/salesforce-b2c-commerce-cloud-22-8/,/salesforce-b2c-commerce-cloud-22-8/,,,0,1,1,,4,1640,long-form-code-table,
4229,content-backed,wxr,filesystem|wxr,post,keep,Salesforce B2C Commerce Cloud 22.9 release,/salesforce-b2c-commerce-cloud-22-9-release/,/salesforce-b2c-commerce-cloud-22-9-release/,,,0,,,1,2,718,embedded-media,
6042,content-backed,wxr,filesystem|wxr,post,keep,Salesforce B2C Commerce Cloud 23.1,/salesforce-b2c-commerce-cloud-23-1/,/salesforce-b2c-commerce-cloud-23-1/,,,0,1,,,2,1012,,
10175,content-backed,wxr,filesystem|wxr,post,keep,Salesforce B2C Commerce Cloud 23.10 Release: A Comprehensive Overview,/salesforce-b2c-commerce-cloud-23-10-release-a-comprehensive-overview/,/salesforce-b2c-commerce-cloud-23-10-release-a-comprehensive-overview/,,,0,,,,2,1196,standard-article,
6792,content-backed,wxr,filesystem|wxr,post,keep,Salesforce B2C Commerce Cloud 23.2,/salesforce-b2c-commerce-cloud-23-2/,/salesforce-b2c-commerce-cloud-23-2/,,,0,1,,,4,1809,,
7230,content-backed,wxr,filesystem|wxr,post,keep,The Salesforce B2C Commerce Cloud 23.3 release explained,/salesforce-b2c-commerce-cloud-23-3-release/,/salesforce-b2c-commerce-cloud-23-3-release/,,,0,,,,2,1574,standard-article,
3766,content-backed,wxr,filesystem|wxr,post,keep,Salesforce B2C Commerce Cloud Product And Catalog ERD,/salesforce-b2c-commerce-cloud-catalog-erd/,/salesforce-b2c-commerce-cloud-catalog-erd/,,,0,,,,1,607,standard-article,
3806,content-backed,wxr,filesystem|wxr,post,keep,Salesforce B2C Commerce Cloud Content ERD,/salesforce-b2c-commerce-cloud-content-erd/,/salesforce-b2c-commerce-cloud-content-erd/,,,0,,,,1,223,standard-article,
3712,content-backed,wxr,filesystem|wxr,post,keep,Salesforce B2C Commerce Cloud Customer ERD,/salesforce-b2c-commerce-cloud-customer-erd/,/salesforce-b2c-commerce-cloud-customer-erd/,,,0,,,,1,253,standard-article,
805,content-backed,wxr,filesystem|wxr,post,keep,Salesforce B2C Commerce Cloud Documentation,/salesforce-b2c-commerce-cloud-documentation/,/salesforce-b2c-commerce-cloud-documentation/,,19,0,,1,,3,1341,,traffic-priority candidate from Phase 1 baseline
7485,content-backed,wxr,filesystem|wxr,page,keep,The Salesforce B2C Commerce Cloud Data Model explained,/salesforce-b2c-commerce-cloud-erd/,/salesforce-b2c-commerce-cloud-erd/,22,,0,,,,1,516,page,traffic-priority candidate from Phase 1 baseline
5406,content-backed,wxr,filesystem|wxr,post,keep,Salesforce B2C Commerce Cloud Governance and Quotas,/salesforce-b2c-commerce-cloud-governance-and-quotas/,/salesforce-b2c-commerce-cloud-governance-and-quotas/,15,,0,1,,,5,1572,,traffic-priority candidate from Phase 1 baseline
5919,content-backed,wxr,wxr,post,keep,Salesforce B2C Commerce Cloud November 2022 Updates,/salesforce-b2c-commerce-cloud-november-2022-updates/,/salesforce-b2c-commerce-cloud-november-2022-updates/,,,0,,,,0,565,standard-article,
5302,content-backed,wxr,filesystem|wxr,post,keep,Salesforce B2C Commerce Cloud October Updates,/salesforce-b2c-commerce-cloud-october-updates/,/salesforce-b2c-commerce-cloud-october-updates/,,,0,,,,1,397,standard-article,
2358,content-backed,wxr,filesystem|wxr,post,keep,Salesforce B2C Commerce Cloud: The 22.7 Release,/salesforce-b2c-commerce-cloud-the-22-7-release/,/salesforce-b2c-commerce-cloud-the-22-7-release/,,,0,,,,1,737,standard-article,
1307,content-backed,wxr,filesystem|wxr,post,keep,Salesforce B2C Commerce: The 22.5 Release,/salesforce-b2c-commerce-the-22-5-release/,/salesforce-b2c-commerce-the-22-5-release/,,,0,,,,4,952,standard-article,
1894,content-backed,wxr,filesystem|wxr,post,keep,Salesforce B2C Commerce: The 22.6 Release,/salesforce-b2c-commerce-the-22-6-release/,/salesforce-b2c-commerce-the-22-6-release/,,,0,,,,5,659,standard-article,
1988,content-backed,wxr,filesystem|wxr,post,keep,9 Salesforce Commerce Cloud Products,/salesforce-commerce-cloud-products/,/salesforce-commerce-cloud-products/,,,0,,,1,9,1147,embedded-media,
11871,content-backed,wxr,filesystem|wxr,post,keep,Salesforce Connections 2024 and B2C Commerce Cloud,/salesforce-connections-2024-and-sfcc/,/salesforce-connections-2024-and-sfcc/,,,0,,,,1,992,standard-article,
7569,content-backed,wxr,filesystem|wxr,post,keep,Salesforce (Commerce) Payments: Payment Integration Simplified,/salesforce-payments-experience-explained/,/salesforce-payments-experience-explained/,,,0,,,,2,992,standard-article,
1551,content-backed,wxr,filesystem|wxr,post,keep,Secure Coding in Salesforce B2C Commerce Cloud,/secure-coding-in-salesforce-b2c-commerce-cloud/,/secure-coding-in-salesforce-b2c-commerce-cloud/,16,,0,1,,,2,1636,,traffic-priority candidate from Phase 1 baseline
12775,content-backed,wxr,filesystem|wxr,post,keep,Sending Emails from Salesforce B2C Commerce Cloud: A Comprehensive Guide,/sending-emails-from-sfcc/,/sending-emails-from-sfcc/,19,,0,1,,,2,1005,,traffic-priority candidate from Phase 1 baseline
1124,content-backed,wxr,filesystem|wxr,post,keep,Troubleshooting Server-Side Performance in Salesforce B2C Commerce Cloud,/server-side-performance-in-sfcc/,/server-side-performance-in-sfcc/,,,0,,,,6,1199,standard-article,
11082,content-backed,wxr,filesystem|wxr,post,keep,Commerce Cloud 24.1 Release: A New Year Update,/sfcc-24-1-release-a-new-year-update/,/sfcc-24-1-release-a-new-year-update/,,,0,,,,2,689,standard-article,
3837,content-backed,wxr,filesystem|wxr,post,keep,Salesforce B2C Commerce Cloud Basket & Order ERD,/sfcc-basket-order-erd/,/sfcc-basket-order-erd/,,,0,,,,1,373,standard-article,
12459,content-backed,wxr,wxr,post,keep,B2C Commerce Cloud Introduction: Exploring Features & Tech Stacks,/sfcc-introduction/,/sfcc-introduction/,,,0,1,,1,0,937,embedded-media,
8064,content-backed,wxr,filesystem|wxr,post,keep,The Salesforce B2C Commerce Cloud URL: Cracking the Code,/sfcc-url-cracking-the-code/,/sfcc-url-cracking-the-code/,,,0,1,,,1,567,,
1631,content-backed,wxr,filesystem|wxr,post,keep,Should I get JavaScript Developer I certified?,/should-i-get-javascript-developer-i-certified/,/should-i-get-javascript-developer-i-certified/,,,0,,,1,2,433,embedded-media,
12325,content-backed,wxr,filesystem|wxr,post,keep,Should I use SFRA controller REST endpoints in a Composable Storefront project?,/should-i-use-sfra-rest-endpoints-in-a-composable-storefront/,/should-i-use-sfra-rest-endpoints-in-a-composable-storefront/,,,0,,,,1,517,standard-article,
6325,content-backed,wxr,filesystem|wxr,post,keep,Simplifying the Salesforce Order of Execution,/simplifying-the-salesforce-order-of-execution/,/simplifying-the-salesforce-order-of-execution/,,,0,,,,2,1387,standard-article,
1389,content-backed,wxr,filesystem|wxr,post,keep,SiteGenesis vs SFRA vs PWA,/sitegenesis-vs-sfra-vs-pwa/,/sitegenesis-vs-sfra-vs-pwa/,7,16,0,,,1,7,1342,embedded-media|top-10-traffic-90d,traffic-priority candidate from Phase 1 baseline
617,content-backed,wxr,filesystem|wxr,post,keep,Session Sync Showdown: From plugin_slas to Native Hybrid Auth in SFRA and SiteGenesis,/slas-in-sfra-or-sitegenesis/,/slas-in-sfra-or-sitegenesis/,25,,0,,,,2,1988,standard-article,traffic-priority candidate from Phase 1 baseline
10508,content-backed,wxr,filesystem|wxr,post,keep,Slicing versus Variation Groups in Commerce Cloud,/slicing-versus-variation-groups-in-sfcc/,/slicing-versus-variation-groups-in-sfcc/,,,0,,,,4,974,standard-article,
12739,content-backed,wxr,filesystem|wxr,post,keep,Storefront Protection For Your Composable Storefront,/storefront-protection-in-the-pwa-kit/,/storefront-protection-in-the-pwa-kit/,,,0,1,,,2,613,,
1789,content-backed,wxr,filesystem|wxr,post,keep,"Submit ""multipart/form-data"" to a third-party service in SFCC",/submit-multipart-form-data-to-a-third-party-service-in-sfcc/,/submit-multipart-form-data-to-a-third-party-service-in-sfcc/,,,0,1,,,1,385,,
2898,content-backed,wxr,filesystem|wxr,post,keep,Submitting a file to a third party service in SFCC,/submitting-a-file-to-a-third-party-service-in-sfcc/,/submitting-a-file-to-a-third-party-service-in-sfcc/,,,0,1,,,2,458,,
12435,content-backed,wxr,wxr,page,keep,SWC And Storybook: Error: Failed to load native binding,/swc-and-storybook-error-failed-to-load-native-binding/,/swc-and-storybook-error-failed-to-load-native-binding/,1,8,0,1,,,0,34,page|top-10-traffic-90d|top-10-traffic-28d,traffic-priority candidate from Phase 1 baseline
13525,content-backed,wxr,filesystem|wxr,post,keep,Taming the Beast: A Developer's Deep Dive into SFCC Meta Tag Rules,/taming-the-beast-a-developers-deep-dive-into-sfcc-meta-tag-rules/,/taming-the-beast-a-developers-deep-dive-into-sfcc-meta-tag-rules/,,,0,,,,6,2882,standard-article,
11362,content-backed,wxr,filesystem|wxr,post,keep,Variation Groups 101: The attribute fallback system in Commerce Cloud,/the-attribute-fallback-system-in-sfcc/,/the-attribute-fallback-system-in-sfcc/,,,0,,,,3,860,standard-article,
8465,content-backed,wxr,filesystem|wxr,post,keep,B2C Commerce Architect Certification: A Complete Guide to Preparation,/the-b2c-commerce-architect-certification/,/the-b2c-commerce-architect-certification/,14,,0,,,,2,1249,standard-article,traffic-priority candidate from Phase 1 baseline
8311,content-backed,wxr,filesystem|wxr,post,keep,Effortlessly Create External Orders in Salesforce Commerce Cloud,/the-createorders-api-in-sfcc/,/the-createorders-api-in-sfcc/,,,0,1,,,2,771,,
4596,content-backed,wxr,filesystem|wxr,post,keep,The deprecation of the UUID Token for API Clients,/the-deprecation-of-the-uuid-token-for-api-clients/,/the-deprecation-of-the-uuid-token-for-api-clients/,,,0,1,,,1,613,,
12372,content-backed,wxr,filesystem|wxr,post,keep,The importance of Origin Shielding and your Commerce Cloud instance,/the-importance-of-origin-shielding/,/the-importance-of-origin-shielding/,,,0,,,,3,759,standard-article,
2104,content-backed,wxr,filesystem|wxr,post,keep,The journey from developer to architect,/the-journey-from-developer-to-architect/,/the-journey-from-developer-to-architect/,,,0,,,,4,1073,standard-article,
12020,content-backed,wxr,wxr,post,keep,The Latest in B2C Commerce: Version 24.7 Focuses on Speed and Security,/the-latest-in-sfcc-version-24-7/,/the-latest-in-sfcc-version-24-7/,,,0,,,,0,1495,standard-article,
1161,content-backed,wxr,filesystem|wxr,post,keep,The move from on-site to remote,/the-move-from-on-site-to-remote/,/the-move-from-on-site-to-remote/,,,0,,,,3,1103,standard-article,
6686,content-backed,wxr,filesystem|wxr,post,keep,The move from SiteGenesis and SFRA to the Composable Storefront as a developer,/the-move-from-sitegenesis-and-sfra-to-the-composable-storefront-as-a-developer/,/the-move-from-sitegenesis-and-sfra-to-the-composable-storefront-as-a-developer/,,,0,,,,3,633,standard-article,
4827,content-backed,wxr,wxr,page,keep,The path to being an Architect,/the-path-to-being-an-architect/,/the-path-to-being-an-architect/,,,0,,,1,0,133,embedded-media|page,
14159,content-backed,wxr,filesystem|wxr,post,keep,The Realm Split: A Developer's Field Guide to Migrating an SFCC Site,/the-realm-split-field-guide-to-migrating-an-sfcc-site/,/the-realm-split-field-guide-to-migrating-an-sfcc-site/,,,0,,1,,4,4916,,
8116,content-backed,wxr,filesystem|wxr,post,keep,How to retrieve the Request Body in an SFCC Controller easily,/the-request-body-in-an-sfcc-controller/,/the-request-body-in-an-sfcc-controller/,,,0,1,,,2,587,,
4274,content-backed,wxr,filesystem|wxr,post,keep,Let’s GO-LIVE: The Salesforce B2C Commerce Cloud Environment,/the-salesforce-b2c-commerce-cloud-environment/,/the-salesforce-b2c-commerce-cloud-environment/,,,0,,,,2,668,standard-article,
13311,content-backed,wxr,filesystem|wxr,post,keep,The Ultimate SFCC Guide to Finding Your POD Number,/the-sfcc-guide-to-finding-pod-numbers/,/the-sfcc-guide-to-finding-pod-numbers/,,10,0,,,,1,1254,standard-article|top-10-traffic-28d,traffic-priority candidate from Phase 1 baseline
168,content-backed,wxr,filesystem|wxr,post,keep,The state of Ohana for Salesforce Commerce Cloud,/the-state-of-ohana-for-salesforce-commerce-cloud/,/the-state-of-ohana-for-salesforce-commerce-cloud/,,,0,,,,6,898,standard-article,
11800,content-backed,wxr,filesystem|wxr,post,keep,The sunsetting of ARC300 (Architect B2C Commerce Solutions),/the-sunsetting-of-arc300-architect-b2c-commerce-solutions/,/the-sunsetting-of-arc300-architect-b2c-commerce-solutions/,,,0,,,,1,627,standard-article,
12535,content-backed,wxr,filesystem|wxr,post,keep,Third-Party API Caching in Commerce Cloud,/third-party-api-caching-in-commerce-cloud/,/third-party-api-caching-in-commerce-cloud/,,,0,1,,,4,1030,,
2253,content-backed,wxr,filesystem|wxr,post,keep,Three things you can do today to secure your SFCC environment,/three-things-to-secure-sfcc/,/three-things-to-secure-sfcc/,,,0,,,,2,593,standard-article,
1488,content-backed,wxr,filesystem|wxr,post,keep,TrailblazerDX 2022 for B2C Commerce,/trailblazerdx-2022-for-b2c-commerce/,/trailblazerdx-2022-for-b2c-commerce/,,,0,,,,1,814,standard-article,
11181,content-backed,wxr,filesystem|wxr,post,keep,Understanding Locale Fallback in Salesforce B2C Commerce Cloud,/understanding-locale-fallback-in-sfcc/,/understanding-locale-fallback-in-sfcc/,,,0,,,,3,817,standard-article,
7979,content-backed,wxr,filesystem|wxr,post,keep,Understanding Salesforce B2C Commerce Instances: A Comprehensive Guide,/understanding-sfcc-instances/,/understanding-sfcc-instances/,9,24,0,,,,4,1363,standard-article|top-10-traffic-90d,traffic-priority candidate from Phase 1 baseline
10919,content-backed,wxr,filesystem|wxr,post,keep,Unravelling the mystery of dates in the OCAPI,/unravelling-the-mystery-of-dates-in-the-ocapi/,/unravelling-the-mystery-of-dates-in-the-ocapi/,,,0,1,,,2,524,,
1087,content-backed,wxr,filesystem|wxr,page,keep,Versioning of Content Assets,/versioning-of-content-assets/,/versioning-of-content-assets/,,,0,,,,1,72,page,
1077,content-backed,wxr,wxr,page,keep,Video,/video/,/video/,,,0,,,1,6,96,embedded-media|page|video-related-page,
6248,content-backed,wxr,filesystem|wxr,post,keep,What can I use ChatGPT for when working with Salesforce?,/what-can-i-use-chatgpt-for-when-working-with-salesforce/,/what-can-i-use-chatgpt-for-when-working-with-salesforce/,,,0,1,,,6,924,,
2183,content-backed,wxr,filesystem|wxr,post,keep,What does the Composable Storefront mean for SFCC Developers?,/what-does-the-composable-storefront-mean-for-sfcc-developers/,/what-does-the-composable-storefront-mean-for-sfcc-developers/,,,0,,,,3,1360,standard-article,
5072,content-backed,wxr,filesystem|wxr,post,keep,What is Salesforce B2C Commerce on Core?,/what-is-commerce-on-core/,/what-is-commerce-on-core/,,,0,,,,6,1756,standard-article,
11960,content-backed,wxr,filesystem|wxr,post,keep,What is new in Salesforce Commerce Cloud 24.6?,/what-is-new-in-sfcc-24-6/,/what-is-new-in-sfcc-24-6/,,,0,,,,1,1309,standard-article,
9700,content-backed,wxr,filesystem|wxr,post,keep,What is new in the 23.8 Commerce Cloud release?,/what-is-new-in-the-23-8-commerce-cloud-release/,/what-is-new-in-the-23-8-commerce-cloud-release/,,,0,,,,1,1237,standard-article,
1931,content-backed,wxr,filesystem|wxr,post,keep,What is OCI (Omnichannel Inventory),/what-is-oci-omnichannel-inventory/,/what-is-oci-omnichannel-inventory/,,,0,,,,3,995,standard-article,
3641,content-backed,wxr,filesystem|wxr,post,keep,What is the OCAPI session bridge?,/what-is-the-ocapi-session-bridge/,/what-is-the-ocapi-session-bridge/,17,18,0,1,,,4,981,,traffic-priority candidate from Phase 1 baseline
6122,content-backed,wxr,filesystem|wxr,post,keep,What is the Salesforce B2C Commerce Cloud Managed Runtime?,/what-is-the-sfcc-managed-runtime/,/what-is-the-sfcc-managed-runtime/,,,0,,,,4,776,standard-article,
6217,content-backed,wxr,filesystem|wxr,post,keep,What skills do I need as a Salesforce Commerce Cloud Architect?,/what-skills-do-i-need-as-a-sfcc-architect/,/what-skills-do-i-need-as-a-sfcc-architect/,,,0,,,,3,1207,standard-article,
9476,content-backed,wxr,filesystem|wxr,post,keep,Where can I find the new SFCC Documentation?,/where-is-the-new-sfcc-documentation/,/where-is-the-new-sfcc-documentation/,,,0,,,,3,778,standard-article,
12129,content-backed,wxr,filesystem|wxr,post,keep,"Where can you ""hook"" into an SFRA request or controller?",/where-to-hook-into-an-sfra-controller/,/where-to-hook-into-an-sfra-controller/,18,22,0,1,,,6,866,,traffic-priority candidate from Phase 1 baseline
6708,content-backed,wxr,filesystem|wxr,post,keep,Where to start when you are new to Salesforce B2C Commerce Cloud development?,/where-to-start-when-you-are-new-to-salesforce-b2c-commerce-cloud-development/,/where-to-start-when-you-are-new-to-salesforce-b2c-commerce-cloud-development/,,,0,,,,3,687,standard-article,
10683,content-backed,wxr,filesystem|wxr,post,keep,Why Circumventing Salesforce B2C Commerce Cloud Quota Limits Is a Bad Idea,/why-circumventing-sfcc-quota-limits-is-a-bad-idea/,/why-circumventing-sfcc-quota-limits-is-a-bad-idea/,,,0,1,,,2,722,,
14142,content-backed,wxr,filesystem|wxr,post,keep,The Headless Go-Live Gauntlet: Your Definitive SCAPI & SLAS Mobile App Checklist,/your-definitive-mobile-app-checklist/,/your-definitive-mobile-app-checklist/,,,0,,,,3,2954,standard-article,
1179,route-validation,wxr,wxr,landing,retire,Backward!,/elementor-landing-page-1179/,,,,0,,,,0,0,retire-route,retire validation should confirm no staged Hugo page output
2,route-validation,wxr,wxr,page,retire,Sample Page,/sample-page/,,,,0,,,,0,0,page|retire-route,retire validation should confirm no staged Hugo page output
